"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"Phi[5,10]",0.270194234357122,0.258040800306695,-0.243247424769507,0.0983869307227628,0.272525847885303,0.443690870264631,0.763845431347296,1.01905179240386,110
"Phi[6,10]",-0.0219470398141493,0.0580145867826467,-0.134683775495344,-0.0601544188487724,-0.0206045075649807,0.0168307292860763,0.0893813280086882,1.00851568612077,250
"Phi[7,10]",0.00334437969487679,0.0219540032295956,-0.0408635106554281,-0.0103525097158859,0.0040157912874291,0.0179599348163924,0.0453170603726453,1.00842131335738,260
"Phi[8,10]",-0.0998624164046627,0.077028054299042,-0.254477504901735,-0.149918940603487,-0.100516891582939,-0.0481446321310235,0.0541643107729756,1.01526781013818,140
"Phi[9,10]",0.0763948551890499,0.0733550814134984,-0.0723952267265017,0.0295370052274007,0.0768269780170261,0.12640093692539,0.211975386861046,1.08572640783809,29
"Phi[10,10]",0.572246663837099,0.0574052152046043,0.460715553428967,0.533791967043519,0.572001665988316,0.610417682266428,0.686986204901065,1.00479372747952,450
"Sigma[1,1]",7.42505300422152,0.758634799524673,6.12025021934059,6.90018998089614,7.36544512157024,7.89869683399131,9.15478418043736,1.02630735161818,83
"Sigma[2,1]",5.00476331224286,0.617533390857118,3.94748230983144,4.57319009410188,4.94818177455357,5.3726703019628,6.33145624973749,1.0390365912169,57
"Sigma[3,1]",6.03809598239606,0.643258701121264,4.96595376526759,5.59655762588226,5.9852498692293,6.43654448477766,7.51011806517891,1.02915698503921,75
"Sigma[4,1]",-31.44948217433,8.3352153550449,-48.5349838507218,-36.9782868776409,-31.1486604557734,-25.6903192376615,-16.2334159206853,1.00207572212011,1100
"Sigma[5,1]",-8.89249120566243,1.61283011870082,-12.1828178646379,-9.9199313417794,-8.7938021273955,-7.75514633687119,-6.03545059098446,1.0310130339795,72
"Sigma[6,1]",0.948513935230614,0.31489765194954,0.359212281618179,0.735802242567573,0.926083530723192,1.16314943019047,1.571694059468,1.00713508334823,300
"Sigma[7,1]",0.299467441787884,0.116181819538002,0.0797379972311251,0.219261063287104,0.295611205291431,0.374926860568945,0.541352013714305,1.00295628466974,760
"Sigma[8,1]",1.98364616878875,0.46745828412445,1.10583538072266,1.65323062945926,1.96154006431899,2.28265838038788,2.95144128464513,1.01591558134452,160
"Sigma[9,1]",4.82530646551595,0.526370689227931,3.93373916228968,4.45122146191882,4.77547922779023,5.15009196270096,5.96969529844809,1.02312948701987,91
"Sigma[10,1]",0.703724000981745,0.305838521924501,0.128764573214283,0.496481565130895,0.697122661517216,0.896179860939267,1.3264787866361,1.01053570280825,200
"Sigma[1,2]",5.00476331224286,0.617533390857118,3.94748230983144,4.57319009410188,4.94818177455357,5.3726703019628,6.33145624973749,1.0390365912169,57
"Sigma[2,2]",6.14603078002479,0.644963915387358,5.02942447072889,5.69346543877859,6.09075231993972,6.50642043186321,7.55344037743685,1.03982536796016,58
"Sigma[3,2]",5.39285784236445,0.590948587098345,4.38421722976652,4.98038551214903,5.33534393476947,5.74178544617513,6.71948668219996,1.0387219405147,59
"Sigma[4,2]",7.67589543310712,7.50306771334998,-7.20440914954948,2.53073054560189,7.67175294463666,12.6119461587564,22.7849475855828,1.00861733619784,240
"Sigma[5,2]",3.44231457346598,1.3489047690346,0.880017170682143,2.51374387103041,3.41329967521201,4.29554791077526,6.17424708104414,1.02464018463039,85
"Sigma[6,2]",1.0515813556477,0.288171444370307,0.514617782312267,0.848569333653635,1.04179475474219,1.24611303334005,1.6303087697837,1.00981303251493,210
"Sigma[7,2]",0.220658507558997,0.102124755167005,0.0316747804516247,0.150580883901548,0.215506864594448,0.286508958843636,0.434087292459518,1.00360651656314,610
"Sigma[8,2]",-1.31002212412362,0.411290466477544,-2.15362784405665,-1.57736171932074,-1.29813265713444,-1.03384176110038,-0.513689173816271,1.0134868466398,160
"Sigma[9,2]",3.75923718530891,0.466546937038982,2.98041497777163,3.4298263382742,3.71084357237657,4.05059427453201,4.80450151983175,1.03630547433764,63
"Sigma[10,2]",0.38312851621621,0.274739863750218,-0.123745532708763,0.187379149794579,0.377654342819103,0.56128519309739,0.940578986202921,1.00721409446047,290
"Sigma[1,3]",6.03809598239606,0.643258701121264,4.96595376526759,5.59655762588226,5.9852498692293,6.43654448477766,7.51011806517891,1.02915698503921,75
"Sigma[2,3]",5.39285784236445,0.590948587098345,4.38421722976652,4.98038551214903,5.33534393476947,5.74178544617513,6.71948668219996,1.0387219405147,59
"Sigma[3,3]",5.63718421940626,0.585159566303924,4.66401493083745,5.23346260092819,5.5737232806589,5.99980719022791,6.94871834687708,1.03080735052062,73
"Sigma[4,3]",-10.9135447385368,7.13534330700391,-24.839100729284,-15.6209561109033,-10.8259495622139,-6.15694179263678,3.15539018029196,1.00471189734074,460
"Sigma[5,3]",-3.15795470414185,1.30149929235447,-5.79357820484492,-4.00225564852682,-3.13068808446738,-2.27489624839818,-0.714825147676562,1.02996302987635,72
"Sigma[6,3]",0.911970966829254,0.275855448353398,0.39336321928254,0.718245082230455,0.903610978385096,1.0999743636907,1.46148013549558,1.00905074665338,230
"Sigma[7,3]",0.262623331541929,0.100655815698275,0.0733243144380275,0.19507206258306,0.259661782747838,0.32586232999829,0.477793759186161,1.00252935524739,910
"Sigma[8,3]",0.441305892646427,0.388654768587366,-0.310894012834274,0.177278175719973,0.438153620832374,0.681872514383738,1.24053026142402,1.01248303690601,180
"Sigma[9,3]",4.2852714225337,0.471105442979914,3.50317081872082,3.95422712760266,4.24224697432216,4.57337304127294,5.30646054041567,1.02861880332741,77
"Sigma[10,3]",0.524711249775017,0.266624350511974,0.035481122741091,0.342657746780633,0.51461856704569,0.699631503609002,1.06043917067442,1.01182218596141,180
"Sigma[1,4]",-31.44948217433,8.3352153550449,-48.5349838507218,-36.9782868776409,-31.1486604557734,-25.6903192376615,-16.2334159206853,1.00207572212011,1100
"Sigma[2,4]",7.67589543310712,7.50306771334998,-7.20440914954948,2.53073054560189,7.67175294463666,12.6119461587564,22.7849475855828,1.00861733619784,240
"Sigma[3,4]",-10.9135447385368,7.13534330700391,-24.839100729284,-15.6209561109033,-10.8259495622139,-6.15694179263678,3.15539018029196,1.00471189734074,460
"Sigma[4,4]",1698.91397739273,165.949015328197,1406.34427455253,1583.20156554423,1691.66611069994,1802.16403641364,2038.02887247099,1.00038114227427,2200
"Sigma[5,4]",151.161119591328,23.9240208859709,108.832118907607,134.905406608265,149.452482266501,165.012382508582,202.120148541357,1.00210403172581,1100
"Sigma[6,4]",18.5491684295832,4.85250798141493,9.16237204374421,15.2867713050038,18.3979403452451,21.6760430142915,28.7298667744128,1.00884763430035,240
"Sigma[7,4]",3.14539031146151,1.7219795741775,-0.201549666043853,1.99759644670941,3.11117464507206,4.29193232460594,6.55316048650795,1.00313417341871,950
"Sigma[8,4]",-44.6381775515312,7.20788528827052,-60.3102055761609,-49.1044980260701,-43.9732834128371,-39.483273024731,-32.377807812749,1.00169482454592,1500
"Sigma[9,4]",-19.2277974379295,6.15966728827815,-31.7846558463112,-23.2111272095303,-18.9928006421447,-15.0324655065268,-7.47201978982386,1.00187930259933,1300
"Sigma[10,4]",-6.51410642531665,4.52767743843021,-15.7527489190598,-9.33559173177675,-6.4802036010149,-3.57167218078721,2.19468079742572,1.00306374316301,730
"Sigma[1,5]",-8.89249120566243,1.61283011870082,-12.1828178646379,-9.9199313417794,-8.7938021273955,-7.75514633687119,-6.03545059098446,1.0310130339795,72
"Sigma[2,5]",3.44231457346598,1.3489047690346,0.880017170682143,2.51374387103041,3.41329967521201,4.29554791077526,6.17424708104414,1.02464018463039,85
"Sigma[3,5]",-3.15795470414185,1.30149929235447,-5.79357820484492,-4.00225564852682,-3.13068808446738,-2.27489624839818,-0.714825147676562,1.02996302987635,72
"Sigma[4,5]",151.161119591328,23.9240208859709,108.832118907607,134.905406608265,149.452482266501,165.012382508582,202.120148541357,1.00210403172581,1100
"Sigma[5,5]",55.9098164481917,5.69566201779699,45.8048829296256,51.8184011654595,55.6581372846689,59.5204641834562,67.9318369654137,1.00559132323984,380
"Sigma[6,5]",1.10850921688194,0.841947082900648,-0.503244831924177,0.533002237068004,1.09763594073563,1.65899856280363,2.79347047442639,1.00596616092167,360
"Sigma[7,5]",-0.509253740218032,0.313201028438253,-1.13137513305409,-0.706196738035859,-0.512356294398865,-0.303591921500944,0.0932792055945264,1.00191631304102,1300
"Sigma[8,5]",-13.4946955062185,1.53317373287269,-16.8319430021227,-14.456966668482,-13.4045636674129,-12.4362073921694,-10.7619638079503,1.00268282585891,850
"Sigma[9,5]",-5.21677486188082,1.13185651627087,-7.54450167765603,-5.92133747700611,-5.18356787530613,-4.4323296543006,-3.16158054098054,1.01017011592536,210
"Sigma[10,5]",-0.908576712784192,0.812242260509429,-2.54502254419043,-1.45676100740492,-0.887963535268101,-0.3590629765037,0.637940426554614,1.00689673157782,310
"Sigma[1,6]",0.948513935230614,0.31489765194954,0.359212281618179,0.735802242567573,0.926083530723192,1.16314943019047,1.571694059468,1.00713508334823,300
"Sigma[2,6]",1.0515813556477,0.288171444370307,0.514617782312267,0.848569333653635,1.04179475474219,1.24611303334005,1.6303087697837,1.00981303251493,210
"Sigma[3,6]",0.911970966829254,0.275855448353398,0.39336321928254,0.718245082230455,0.903610978385096,1.0999743636907,1.46148013549558,1.00905074665338,230
"Sigma[4,6]",18.5491684295832,4.85250798141493,9.16237204374421,15.2867713050038,18.3979403452451,21.6760430142915,28.7298667744128,1.00884763430035,240
"Sigma[5,6]",1.10850921688194,0.841947082900648,-0.503244831924177,0.533002237068004,1.09763594073563,1.65899856280363,2.79347047442639,1.00596616092167,360
"Sigma[6,6]",2.47427193853852,0.251148197795281,2.03264853808776,2.29862785199403,2.45387690498868,2.62517445575062,3.03595478117857,1.00342229420805,650
"Sigma[7,6]",0.514488377376351,0.0731007037530979,0.385516178075255,0.461935923433831,0.510317471874887,0.561747656847439,0.666732770385298,1.00474135247857,460
"Sigma[8,6]",-0.681445864143073,0.250121759767243,-1.20290090143832,-0.845977170351582,-0.669352260333434,-0.506986805409811,-0.224516740621103,1.00700328498118,300
"Sigma[9,6]",0.420639605066854,0.22926182380719,-0.0196715967714137,0.263086097458812,0.415743061190388,0.572150394957581,0.87077860355524,1.00912909694961,230
"Sigma[10,6]",-0.357348647121383,0.169806830966186,-0.688215990311404,-0.465975262962764,-0.356037111508498,-0.248108755162856,-0.0189194679430744,1.00906603207466,230
"Sigma[1,7]",0.299467441787884,0.116181819538002,0.0797379972311251,0.219261063287104,0.295611205291431,0.374926860568945,0.541352013714305,1.00295628466974,760
"Sigma[2,7]",0.220658507558997,0.102124755167005,0.0316747804516247,0.150580883901548,0.215506864594448,0.286508958843636,0.434087292459518,1.00360651656314,610
"Sigma[3,7]",0.262623331541929,0.100655815698275,0.0733243144380275,0.19507206258306,0.259661782747838,0.32586232999829,0.477793759186161,1.00252935524739,910
"Sigma[4,7]",3.14539031146151,1.7219795741775,-0.201549666043853,1.99759644670941,3.11117464507206,4.29193232460594,6.55316048650795,1.00313417341871,950
"Sigma[5,7]",-0.509253740218032,0.313201028438253,-1.13137513305409,-0.706196738035859,-0.512356294398865,-0.303591921500944,0.0932792055945264,1.00191631304102,1300
"Sigma[6,7]",0.514488377376351,0.0731007037530979,0.385516178075255,0.461935923433831,0.510317471874887,0.561747656847439,0.666732770385298,1.00474135247857,460
"Sigma[7,7]",0.329505701589779,0.0331626576897143,0.271386190585292,0.306102441232706,0.327446899801279,0.351069177720452,0.398382444510032,1.00272667830376,840
"Sigma[8,7]",0.0175302623115356,0.0897898104933928,-0.16176538382868,-0.0414935945278564,0.0178331697657469,0.0771666787587994,0.190582575305427,1.00298087564791,760
"Sigma[9,7]",0.164755766867845,0.0850036457425283,0.00473879670857733,0.106949594054707,0.162755990439769,0.219778808412638,0.338768786691427,1.00313355780784,850
"Sigma[10,7]",-0.0575517818856312,0.0613280435169378,-0.178985511060225,-0.0983995584696374,-0.0566479898340094,-0.0183022403413964,0.0607591223705406,1.00314494956614,710
"Sigma[1,8]",1.98364616878875,0.46745828412445,1.10583538072266,1.65323062945926,1.96154006431899,2.28265838038788,2.95144128464513,1.01591558134452,160
"Sigma[2,8]",-1.31002212412362,0.411290466477544,-2.15362784405665,-1.57736171932074,-1.29813265713444,-1.03384176110038,-0.513689173816271,1.0134868466398,160
"Sigma[3,8]",0.441305892646427,0.388654768587366,-0.310894012834274,0.177278175719973,0.438153620832374,0.681872514383738,1.24053026142402,1.01248303690601,180
"Sigma[4,8]",-44.6381775515312,7.20788528827052,-60.3102055761609,-49.1044980260701,-43.9732834128371,-39.483273024731,-32.377807812749,1.00169482454592,1500
"Sigma[5,8]",-13.4946955062185,1.53317373287269,-16.8319430021227,-14.456966668482,-13.4045636674129,-12.4362073921694,-10.7619638079503,1.00268282585891,850
"Sigma[6,8]",-0.681445864143073,0.250121759767243,-1.20290090143832,-0.845977170351582,-0.669352260333434,-0.506986805409811,-0.224516740621103,1.00700328498118,300
"Sigma[7,8]",0.0175302623115356,0.0897898104933928,-0.16176538382868,-0.0414935945278564,0.0178331697657469,0.0771666787587994,0.190582575305427,1.00298087564791,760
"Sigma[8,8]",4.83984848469867,0.489911141512137,3.96272045236674,4.50370044353257,4.80873651250406,5.1247482092663,5.91518379881414,1.00407525188314,540
"Sigma[9,8]",1.18460503586953,0.333362529149135,0.566464814355836,0.95453075865824,1.16968049345683,1.39569938909819,1.8923483914559,1.00989268781694,540
"Sigma[10,8]",0.422800469120067,0.243623062643085,-0.0697178684199436,0.261789317563044,0.419565700595532,0.58591519675704,0.894402582638181,1.0009537526504,2200
"Sigma[1,9]",4.82530646551595,0.526370689227931,3.93373916228968,4.45122146191882,4.77547922779023,5.15009196270096,5.96969529844809,1.02312948701987,91
"Sigma[2,9]",3.75923718530891,0.466546937038982,2.98041497777163,3.4298263382742,3.71084357237657,4.05059427453201,4.80450151983175,1.03630547433764,63
"Sigma[3,9]",4.2852714225337,0.471105442979914,3.50317081872082,3.95422712760266,4.24224697432216,4.57337304127294,5.30646054041567,1.02861880332741,77
"Sigma[4,9]",-19.2277974379295,6.15966728827815,-31.7846558463112,-23.2111272095303,-18.9928006421447,-15.0324655065268,-7.47201978982386,1.00187930259933,1300
"Sigma[5,9]",-5.21677486188082,1.13185651627087,-7.54450167765603,-5.92133747700611,-5.18356787530613,-4.4323296543006,-3.16158054098054,1.01017011592536,210
"Sigma[6,9]",0.420639605066854,0.22926182380719,-0.0196715967714137,0.263086097458812,0.415743061190388,0.572150394957581,0.87077860355524,1.00912909694961,230
"Sigma[7,9]",0.164755766867845,0.0850036457425283,0.00473879670857733,0.106949594054707,0.162755990439769,0.219778808412638,0.338768786691427,1.00313355780784,850
"Sigma[8,9]",1.18460503586953,0.333362529149135,0.566464814355836,0.95453075865824,1.16968049345683,1.39569938909819,1.8923483914559,1.00989268781694,540
"Sigma[9,9]",4.06719781507313,0.42081483312116,3.35183243810819,3.75164652260586,4.04193802435693,4.32650729931069,4.99349651141141,1.02989817087963,73
"Sigma[10,9]",0.373441139194824,0.225233238385541,-0.0611228804726699,0.221935978732819,0.363965458841021,0.5214688935883,0.822054731061108,1.01338880592556,160
"Sigma[1,10]",0.703724000981745,0.305838521924501,0.128764573214283,0.496481565130895,0.697122661517216,0.896179860939267,1.3264787866361,1.01053570280825,200
"Sigma[2,10]",0.38312851621621,0.274739863750218,-0.123745532708763,0.187379149794579,0.377654342819103,0.56128519309739,0.940578986202921,1.00721409446047,290
"Sigma[3,10]",0.524711249775017,0.266624350511974,0.035481122741091,0.342657746780633,0.51461856704569,0.699631503609002,1.06043917067442,1.01182218596141,180
"Sigma[4,10]",-6.51410642531665,4.52767743843021,-15.7527489190598,-9.33559173177675,-6.4802036010149,-3.57167218078721,2.19468079742572,1.00306374316301,730
"Sigma[5,10]",-0.908576712784192,0.812242260509429,-2.54502254419043,-1.45676100740492,-0.887963535268101,-0.3590629765037,0.637940426554614,1.00689673157782,310
"Sigma[6,10]",-0.357348647121383,0.169806830966186,-0.688215990311404,-0.465975262962764,-0.356037111508498,-0.248108755162856,-0.0189194679430744,1.00906603207466,230
"Sigma[7,10]",-0.0575517818856312,0.0613280435169378,-0.178985511060225,-0.0983995584696374,-0.0566479898340094,-0.0183022403413964,0.0607591223705406,1.00314494956614,710
"Sigma[8,10]",0.422800469120067,0.243623062643085,-0.0697178684199436,0.261789317563044,0.419565700595532,0.58591519675704,0.894402582638181,1.0009537526504,2200
"Sigma[9,10]",0.373441139194824,0.225233238385541,-0.0611228804726699,0.221935978732819,0.363965458841021,0.5214688935883,0.822054731061108,1.01338880592556,160
"Sigma[10,10]",2.27626071261244,0.222850473441672,1.88426450116634,2.1173035681217,2.26308981298169,2.4116241737277,2.77181449017403,1.00037634056898,2200
"deviance",8011.36894391193,18.2215744102818,7978.81985949301,7998.34524393248,8010.39373982766,8022.6486484349,8050.68569233018,1.05096292570923,48
